80	0.594	0.786	10	-2.911	0	0.404	0.0466	0.000935	0.298	0.626	166.086	230787	4	47.95885	8	1
80	0.882	0.775	8	-4.158	1	0.242	0.192	0	0.0937	0.847	93.985	262200	4	21.97742	11	1
72	0.496	0.765	7	-5.66	1	0.033	0.00457	0	0.104	0.337	74.072	260507	4	52.7036	8	1
72	0.536	0.55	10	-6.733	0	0.0248	0.0537	0	0.134	0.234	144.018	238560	4	66.93336	8	1
72	0.487	0.702	7	-6.043	1	0.0238	0.00536	4.93E-06	0.129	0.306	95.973	265907	4	40.90351	11	1
63	0.607	0.805	11	-5.579	0	0.0608	0.00175	0	0.231	0.232	139.894	202667	4	30.83086	11	1
85	0.596	0.854	7	-5.114	0	0.463	0.0169	0	0.124	0.152	120.274	203418	4	34.23056	9	1
81	0.442	0.774	8	-5.538	0	0.198	0.0943	0	0.0329	0.377	139.775	247947	4	55.47844	12	1
81	0.547	0.807	6	-4.083	0	0.36	0.388	9.11E-05	0.0436	0.919	79.823	224427	3	25.31225	11	1
89	0.635	0.902	0	-3.559	1	0.109	0.172	0	0.125	0.286	102.063	217822	4	38.55986	11	1
89	0.745	0.715	1	-3.368	0	0.245	0.128	0	0.182	0.342	94.513	136032	4	40.83581	10	1
81	0.417	0.58	9	-4.574	1	0.207	0.0307	1.45E-06	0.179	0.139	68.58	246773	5	32.20954	9	1
58	0.648	0.794	0	-5.985	1	0.0577	0.0587	0	0.0896	0.662	123.915	205160	4	29.89872	8	1
89	0.736	0.622	6	-4.653	0	0.133	0.0235	0	0.151	0.506	191.971	192779	4	62.60247	8	1
89	0.569	0.761	5	-6.071	0	0.475	0.261	6.71E-06	0.0748	0.325	180.122	184000	4	21.85723	12	1
4	0.384	0.488	5	-8.349	1	0.0361	0.0253	0.299	0.0928	0.0405	132.995	598240	4	29.1673	21	0
4	0.416	0.225	9	-12.676	1	0.03	0.799	0.829	0.085	0.0726	145.959	319867	4	54.23914	9	0
13	0.31	0.954	1	-5.628	1	0.121	0.000153	0.00179	0.412	0.231	107.029	248000	4	19.62201	13	0
66	0.483	0.841	1	-7.494	0	0.0523	0.000172	0.861	0.108	0.129	159.747	195133	3	36.73689	9	1
69	0.882	0.399	6	-13.136	1	0.276	0.233	0.526	0.121	0.851	98.232	224920	4	30.86377	10	1
85	0.759	0.849	2	-4.234	1	0.335	0.0483	0	0.121	0.681	140.001	212640	4	27.51334	9	1
85	0.85	0.569	5	-8.152	0	0.136	0.0609	0.0816	0.1	0.294	80.02	205040	4	61.6095	6	1
85	0.726	0.824	0	-5.011	0	0.347	0.587	1.11E-06	0.113	0.384	129.96	289587	4	29.74189	13	1
85	0.759	0.849	2	-4.234	1	0.335	0.0483	0	0.121	0.681	140.001	212640	4	27.51334	9	1
85	0.469	0.78	10	-6.49	0	0.122	0.224	0	0.13	0.444	125.999	233061	4	44.77268	10	1
2	0.72	0.492	6	-7.105	0	0.0326	0.0919	0.884	0.172	0.366	105.019	110666	4	55.42922	5	1
62	0.653	0.942	8	-3.858	0	0.0609	0.0548	1.06E-06	0.0699	0.895	136.198	222400	4	21.9095	12	1
60	0.705	0.572	9	-5.603	0	0.0349	0.537	0	0.226	0.653	129.999	255093	4	28.60477	11	1
26	0.417	0.704	11	-6.046	1	0.335	0.0622	0	0.185	0.793	86.804	230693	4	35.0168	10	1
47	0.713	0.766	6	-5.268	1	0.0284	0.0323	0	0.139	0.572	120.084	381733	4	64.50798	16	1
52	0.625	0.601	1	-7.092	1	0.0291	0.186	0.00533	0.249	0.257	107.724	211733	4	151.26172	6	1
59	0.636	0.86	1	-4.047	0	0.0348	0.00751	0	0.0753	0.659	116.898	198933	4	40.98741	11	1
77	0.457	0.785	6	-6.783	1	0.0383	0.548	0.000781	0.082	0.522	126.947	294733	4	33.00407	12	1
18	0.261	0.97	11	-3.248	1	0.182	6.61E-05	0.828	0.0932	0.344	142.087	196850	4	21.57727	12	0
63	0.669	0.931	11	-7.161	0	0.0488	0.000573	0.56	0.106	0.829	102.079	223227	4	29.63239	9	1
38	0.324	0.935	11	-4.44	0	0.151	0.000259	0.0951	0.453	0.16	124.575	382500	4	24.16849	18	0
38	0.223	0.96	10	-2.138	0	0.128	7.38E-05	0.707	0.299	0.0593	110.602	250268	4	41.35455	12	0
38	0.314	0.99	11	-3.036	0	0.276	0.00223	0.0321	0.203	0.0967	134.942	226883	3	43.98551	9	0
38	0.588	0.988	0	-2.886	1	0.163	0.00233	0.0678	0.339	0.15	119.936	225549	4	36.09103	6	0
38	0.294	0.927	2	-4.683	1	0.145	0.00044	0.379	0.0866	0.292	139.874	173250	4	14.0477	8	0
38	0.303	0.954	5	-4.635	1	0.139	0.000522	0.554	0.354	0.265	119.878	225750	4	25.52705	10	0
38	0.336	0.879	6	-6.678	1	0.0939	0.00162	0.795	0.563	0.131	129.524	142250	4	23.90579	7	0
38	0.35	0.924	0	-4.554	1	0.187	0.000689	0.0478	0.115	0.354	129.755	231250	4	67.80136	8	0
38	0.336	0.782	0	-4.829	1	0.0754	0.000192	0.437	0.356	0.535	120.079	166500	4	15.21126	10	0
38	0.44	0.977	8	-4.315	1	0.178	0.000128	0.212	0.222	0.308	145.046	222875	4	62.53185	8	0
38	0.396	0.839	9	-5.194	1	0.0681	0.000264	0.869	0.229	0.263	170.132	154625	4	39.64831	6	0
38	0.316	0.925	9	-4.773	1	0.102	0.000547	0.158	0.765	0.514	138.346	212250	4	21.37852	9	0
38	0.617	0.83	6	-3.275	1	0.117	2.64E-05	0.926	0.132	0.274	129.999	95091	4	39.67442	5	0
38	0.328	0.983	6	-3.543	1	0.234	0.00479	0.0208	0.165	0.13	101.687	221134	4	63.42023	8	0
38	0.279	0.925	9	-4.53	0	0.108	0.000207	0.209	0.431	0.281	95.08	290125	4	19.94536	11	0
26	0.28	0.842	5	-4.652	1	0.107	5.02E-06	0.901	0.0963	0.359	154.389	196613	3	44.60249	10	0
26	0.28	0.937	0	-4.668	0	0.119	2.23E-06	0.895	0.0712	0.152	111.827	179507	3	46.59055	8	0
52	0.562	0.768	1	-5.006	0	0.0488	0.00361	0	0.0742	0.218	139.968	198107	4	23.02658	9	1
62	0.484	0.812	10	-4.743	1	0.138	0.0322	0	0.18	0.308	109.452	216173	5	46.68532	9	1
62	0.654	0.872	1	-3.824	1	0.11	0.0411	0	0.0808	0.612	130.023	215160	4	49.70519	10	1
62	0.648	0.908	4	-4.251	0	0.108	0.0113	0	0.374	0.793	131.147	228240	4	26.67747	10	1
43	0.489	0.561	8	-7.996	0	0.0339	0.00327	0.896	0.111	0.211	95.036	286707	4	55.55563	12	0
43	0.476	0.0845	5	-22.156	1	0.0395	0.959	0.91	0.161	0.17	120.056	128747	3	40.58342	7	0
43	0.696	0.418	9	-13.406	1	0.0332	0.61	0.914	0.104	0.905	122.97	127107	4	60.63027	4	0
43	0.584	0.764	0	-7.116	1	0.028	0.36	0.871	0.0854	0.325	119.979	258107	3	36.01778	11	0
43	0.615	0.472	6	-12.123	1	0.0339	0.743	0.962	0.0645	0.247	126.037	219667	4	43.63255	8	0
43	0.627	0.514	0	-12.861	1	0.0293	0.918	0.87	0.0909	0.194	127.959	139813	4	37.16838	7	0
43	0.412	0.334	7	-12.404	0	0.0286	0.729	0.947	0.165	0.0698	64.955	175507	4	61.03336	5	0
43	0.39	0.468	10	-11.026	1	0.0316	0.464	0.847	0.106	0.136	80.98	218093	4	49.74483	7	0
28	0.298	0.991	10	-4.561	0	0.234	4.30E-06	0.875	0.349	0.0868	199.943	228573	3	38.38969	10	0
77	0.38	0.76	9	-10.961	1	0.0378	0.00298	0.0294	0.104	0.491	99.437	274133	4	36.14748	13	1
77	0.307	0.433	1	-10.057	1	0.029	0.388	9.08E-05	0.332	0.224	160.9	266960	4	33.13032	14	1
77	0.558	0.97	2	-4.265	1	0.0414	0.0752	0.000525	0.388	0.825	126.925	244200	4	30.26065	10	1
77	0.463	0.703	0	-4.807	1	0.0269	0.0049	0	0.207	0.225	75.426	370093	4	39.23872	12	1
32	0.274	0.185	11	-19.736	0	0.0362	0.974	0.928	0.105	0.072	113.893	191634	3	52.06614	7	0
58	0.539	0.751	8	-3.889	0	0.225	0.000833	1.05E-05	0.158	0.429	94.6	149525	4	30.30847	12	1
21	0.545	0.579	9	-9.286	1	0.0307	0.255	0.895	0.12	0.148	120.007	208538	4	65.01986	8	0
21	0.408	0.349	2	-12.03	1	0.0299	0.888	0.961	0.0715	0.0647	82.979	226265	4	40.52161	9	0
21	0.468	0.896	0	-7.081	1	0.035	0.000163	0.931	0.539	0.234	120.042	166010	4	24.52146	6	0
21	0.502	0.84	4	-6.361	1	0.0428	2.79E-05	0.864	0.0809	0.287	156.061	182692	4	49.04254	7	0
21	0.52	0.882	2	-6.214	1	0.0398	0.133	0.959	0.0758	0.491	110.029	215595	4	57.51797	9	0
75	0.672	0.642	5	-4.552	1	0.0461	0.127	0	0.137	0.656	123.984	202194	4	31.03737	9	1
79	0.594	0.649	8	-4.373	0	0.0497	0.0463	0	0.0888	0.739	187.331	235307	4	28.55731	13	1
79	0.816	0.851	8	-4.166	0	0.19	0.283	0	0.543	0.568	137.968	240747	4	40.86991	9	1
17	0.456	0.893	7	-5.797	1	0.0561	0.0369	4.21E-06	0.306	0.633	136.28	259998	4	29.37472	9	1
48	0.52	0.194	1	-23.243	1	0.0648	0.6	0.842	0.0866	0.053	107.85	114194	4	40.10739	4	0
48	0.209	0.36	9	-22.082	1	0.0376	0.532	0.848	0.148	0.802	181.652	144895	3	26.82234	7	0
48	0.486	0.19	2	-17.187	1	0.0573	0.971	0.923	0.108	0.799	113.487	221508	4	54.72122	11	0
48	0.18	0.472	2	-22.721	1	0.046	0.636	0.866	0.106	0.149	74.073	172516	4	25.67955	8	0
48	0.478	0.24	7	-18.066	1	0.0959	0.942	0.942	0.102	0.298	91.259	169107	3	37.05417	6	0
71	0.73	0.684	9	-10.803	1	0.0351	0.259	1.53E-06	0.111	0.564	139.037	246080	4	28.51132	11	1
71	0.699	0.477	2	-9.339	1	0.031	0.291	0	0.164	0.83	118.382	185427	4	22.02614	8	1
71	0.557	0.26	4	-15.062	1	0.0321	0.226	0	0.135	0.154	135.922	204467	4	29.36808	12	1
71	0.709	0.61	11	-7.206	1	0.0434	0.317	0	0.102	0.475	125.189	242067	4	23.93504	9	1
62	0.421	0.566	7	-8.154	1	0.039	0.563	0.932	0.178	0.233	119.152	123360	4	33.13183	7	0
84	0.589	0.651	6	-5.097	1	0.0306	0.0291	3.20E-06	0.111	0.166	90.011	212627	4	33.14979	9	1
68	0.513	0.82	7	-5.428	1	0.0299	0.00192	2.83E-06	0.504	0.52	99.952	269400	4	64.50208	9	1
56	0.654	0.924	2	-7.44	1	0.0969	0.00309	0.00231	0.316	0.506	101.154	216107	4	20.31071	13	1
81	0.573	0.739	0	-5.74	1	0.129	0.0285	0	0.111	0.451	97.085	230227	4	39.64393	9	1
62	0.579	0.731	11	-4.16	0	0.0452	0.0137	0	0.113	0.284	126.07	256560	4	108.04032	9	1
48	0.768	0.7	7	-8.445	1	0.0392	0.109	4.16E-05	0.104	0.811	104.773	304427	4	41.88911	14	1
67	0.242	0.371	5	-11.427	0	0.0333	0.803	0.969	0.0938	0.102	102.194	116520	4	28.05959	7	0
67	0.565	0.171	10	-17.76	1	0.0356	0.988	0.802	0.098	0.242	89.989	156467	3	44.7705	8	0
34	0.412	0.376	4	-11.789	1	0.029	0.609	0.00223	0.11	0.153	69.064	234200	4	28.58565	8	1
64	0.334	0.476	7	-8.497	1	0.0308	0.535	0.019	0.278	0.189	147.532	210933	4	44.95927	10	1
64	0.28	0.908	2	-5.509	0	0.109	0.0327	8.85E-06	0.18	0.26	118.698	270080	4	38.8424	11	1
70	0.44	0.844	10	-3.315	1	0.0461	3.28E-06	0.0514	0.723	0.304	113.989	237907	4	34.84841	11	1
78	0.504	0.429	8	-12.735	0	0.232	0.0145	0.00149	0.628	0.33	83.711	274000	4	34.94737	11	1
78	0.595	0.507	7	-7.892	1	0.0618	0.732	1.97E-05	0.106	0.337	86.099	249240	4	61.56228	11	1
78	0.562	0.658	7	-8.072	1	0.0314	0.174	0.000285	0.102	0.268	127.81	315360	4	28.14972	8	1
55	0.509	0.242	3	-13.353	1	0.0291	0.714	0.000365	0.127	0.448	169.642	261120	4	44.51485	12	1
41	0.57	0.981	0	-2.091	0	0.127	7.47E-05	0.882	0.0568	0.127	109.96	181551	4	48.39646	7	0
60	0.635	0.712	8	-4.998	1	0.0283	0.0811	0	0.322	0.423	91.024	257960	4	44.31221	9	1
6	0.571	0.604	0	-14.474	1	0.051	0.000279	0.593	0.0557	0.799	150.019	378187	4	39.44303	19	1
63	0.175	0.691	7	-5.425	1	0.0391	0.0904	0.00352	0.173	0.141	171.586	259133	4	79.09776	10	0
72	0.484	0.0823	9	-20.53	0	0.0533	0.963	0.114	0.111	0.175	119.523	253418	4	38.75716	11	0
50	0.807	0.742	0	-7.013	1	0.0563	0.000802	0.929	0.0812	0.285	123.037	214053	4	39.72022	10	1
27	0.667	0.92	10	-4.117	0	0.0471	0.087	9.95E-05	0.137	0.932	91.016	182560	4	23.74944	7	1
43	0.638	0.54	0	-6.849	1	0.0473	0.506	0	0.157	0.352	143.772	218760	4	35.72025	11	1
64	0.505	0.956	10	-4.5	0	0.164	7.13E-06	1.84E-05	0.21	0.256	119.942	224507	4	32.70543	13	1
41	0.674	0.908	9	-3.262	0	0.0325	0.0714	0.000104	0.121	0.861	127.99	238160	4	45.7496	8	1
41	0.642	0.754	1	-7.649	1	0.0272	0.116	0.0375	0.0601	0.736	127.025	212693	4	31.51447	12	1
14	0.491	0.775	5	-4.048	1	0.0351	0.135	0	0.126	0.358	143.008	205960	4	31.45733	12	1
0	0.294	0.177	9	-19.111	1	0.0356	0.964	0.756	0.0749	0.198	107.703	269990	4	65.20844	10	0
68	0.654	0.506	11	-17.18	0	0.0535	0.686	0.0155	0.155	0.831	123.179	252240	4	25.00071	11	0
68	0.673	0.581	2	-10.205	1	0.029	0.223	0.000206	0.063	0.818	130.771	211387	4	32.36402	12	0
53	0.381	0.416	4	-10.532	1	0.0315	0.41	0.0242	0.108	0.118	167.929	286040	1	46.18318	11	0
54	0.744	0.406	8	-6.378	0	0.0722	0.113	0	0.0316	0.725	89.942	234707	4	24.82177	11	1
63	0.171	0.899	4	-5.018	0	0.0613	5.56E-05	0.579	0.206	0.341	79.992	230747	4	25.03353	9	0
63	0.494	0.94	9	-5.396	0	0.0529	4.88E-05	0.737	0.0713	0.141	110.015	428520	4	19.35088	13	0
63	0.428	0.947	7	-5.068	1	0.0466	7.73E-06	0.59	0.147	0.12	94.5	261400	4	36.55204	9	0
63	0.389	0.991	4	-5.155	1	0.0667	4.49E-05	0.106	0.184	0.385	171.072	248747	4	17.13418	10	0
63	0.45	0.943	9	-5.415	0	0.0531	1.69E-05	0.829	0.238	0.272	95.021	244640	4	31.62234	11	0
63	0.5	0.88	1	-5.201	0	0.0429	4.07E-05	0.435	0.102	0.511	145.008	217933	4	21.19368	13	0
63	0.517	0.885	4	-6.053	0	0.0457	0.000134	0.206	0.343	0.25	120.016	349920	4	42.50485	12	0
63	0.458	0.873	5	-5.336	1	0.0439	6.05E-05	0.737	0.0664	0.551	164.984	263760	3	27.13845	12	0
63	0.479	0.99	7	-3.578	1	0.0936	5.25E-05	0.0854	0.332	0.0373	125.989	272693	4	31.12593	10	0
63	0.328	0.982	11	-5.737	1	0.0763	2.18E-05	0.00315	0.304	0.211	196.01	265067	4	62.28246	8	0
63	0.236	0.993	8	-5.335	1	0.205	3.15E-06	0.00117	0.134	0.0357	150.32	273800	4	57.56766	13	0
63	0.495	0.948	7	-4.763	1	0.0653	2.68E-05	0.299	0.123	0.169	140.004	311320	4	42.09743	11	0
63	0.496	0.923	9	-5.289	0	0.0481	2.15E-05	0.511	0.453	0.326	121.045	281707	4	49.43584	17	0
63	0.449	0.978	3	-4.418	0	0.181	1.88E-06	0.792	0.0853	0.0753	131.96	321347	4	62.87775	9	0
63	0.545	0.85	11	-5.854	1	0.0354	0.000124	0.551	0.541	0.347	124.978	282893	4	28.9253	12	0
22	0.539	0.867	9	-5.096	0	0.044	1.95E-05	0.491	0.182	0.239	135.043	262813	4	29.36981	10	0
55	0.594	0.883	5	-4.279	1	0.0451	0.329	8.33E-05	0.276	0.863	89.997	239493	4	44.26325	14	1
55	0.513	0.658	0	-6.432	1	0.0277	0.0329	9.30E-05	0.0805	0.336	177.625	300560	4	37.94209	14	1
31	0.51	0.988	6	-4.151	1	0.128	3.15E-05	0.758	0.355	0.18	140.033	205603	4	34.18251	11	0
31	0.541	0.982	11	-3.562	1	0.127	8.66E-06	0.762	0.225	0.168	113.353	180882	4	49.78059	9	0
39	0.356	0.903	2	-5.38	1	0.0625	3.75E-05	0.849	0.0898	0.205	129.765	231653	4	44.80649	7	0
39	0.196	0.944	2	-7.421	1	0.177	0.000402	0.774	0.144	0.0393	128.609	273200	4	106.71981	11	0
31	0.774	0.161	11	-12.166	0	0.117	0.485	0.879	0.132	0.514	83.651	114217	4	29.32587	6	0
32	0.534	0.321	1	-11.127	1	0.0378	0.93	0.000899	0.117	0.295	165.108	207818	3	74.00285	9	0
69	0.797	0.896	5	-3.678	1	0.0512	0.0349	0	0.635	0.685	120.037	189098	4	25.5364	9	1
39	0.784	0.843	11	-6.477	1	0.0661	0.123	9.85E-05	0.0568	0.898	94.988	291720	4	20.46952	15	1
58	0.462	0.596	7	-8.103	1	0.0435	0.351	0	0.1	0.388	188.181	234467	4	38.78762	12	1
31	0.762	0.391	1	-11.735	1	0.0337	0.867	0.000521	0.112	0.355	137.956	250000	3	20.43168	13	0
31	0.791	0.387	9	-9.316	1	0.0377	0.809	0.000221	0.0967	0.783	115.005	252000	4	54.10132	11	0
66	0.871	0.442	0	-8.766	1	0.0958	0.052	0.00819	0.0381	0.769	129.964	128013	4	31.97205	7	1
24	0.358	0.956	7	-5.007	1	0.134	5.62E-05	0.485	0.048	0.202	140.173	224320	4	50.79987	11	0
29	0.749	0.755	8	-8.13	1	0.149	0.0129	3.41E-06	0.0303	0.646	111.814	260400	4	54.542	9	1
46	0.779	0.933	9	-3.827	1	0.0426	0.311	0.836	0.103	0.709	93.952	123877	4	45.31477	5	1
4	0.264	0.858	10	-7.998	1	0.0677	0.437	0.648	0.11	0.0571	183.932	280000	4	21.27813	7	0
57	0.589	0.501	2	-7.502	1	0.138	0.609	1.46E-05	0.321	0.587	126.848	112205	4	21.06334	6	1
25	0.109	0.151	2	-15.374	0	0.0389	0.751	0.894	0.323	0.0311	77.257	215337	4	25.20994	10	0
25	0.435	0.146	4	-20.195	0	0.0311	0.96	0.966	0.0786	0.0368	79.959	219024	4	50.17462	8	0
25	0.178	0.186	4	-20.554	0	0.0484	0.956	0.921	0.0798	0.0396	67.629	338412	4	45.36119	14	0
25	0.309	0.231	11	-20.126	0	0.0381	0.956	0.925	0.349	0.038	120.071	366000	4	41.18866	17	0
25	0.149	0.137	4	-20.296	0	0.0341	0.93	0.881	0.102	0.0765	75.048	352000	4	48.02246	12	0
33	0.873	0.487	7	-14.872	1	0.412	0.141	0	0.269	0.611	97.445	284067	4	41.82226	13	1
59	0.691	0.83	7	-4.142	1	0.0982	0.045	5.79E-06	0.0651	0.427	100.035	216000	4	44.73196	11	0
41	0.358	0.962	10	-0.484	0	0.505	0.279	0	0.244	0.428	168.48	152152	5	53.46224	5	0
83	0.348	0.875	11	-4.758	0	0.199	0.0341	0	0.117	0.407	169.152	202133	4	53.30845	9	1
100	0.724	0.647	1	-5.642	1	0.0658	0.28	0	0.102	0.435	106.96	207333	4	126.41228	6	1
100	0.492	0.532	6	-7.035	1	0.027	0.134	0	0.101	0.267	81.306	227933	4	36.03668	9	1
100	0.726	0.545	5	-5.489	0	0.102	0.0378	0	0.108	0.348	169.991	190440	4	29.53046	9	1
100	0.623	0.734	9	-5.95	1	0.107	0.0162	1.90E-06	0.145	0.372	107.853	244453	4	37.83304	13	1
100	0.726	0.545	5	-5.489	0	0.102	0.0378	0	0.108	0.348	169.991	190440	4	29.53046	9	1
100	0.54	0.265	11	-5.307	1	0.0297	0.88	0	0.131	0.423	61.975	168520	4	51.34264	5	1
100	0.687	0.702	7	-5.324	0	0.0455	0.0064	4.35E-05	0.204	0.284	129.956	214840	4	20.48237	11	1
100	0.647	0.586	0	-6.479	1	0.0731	0.183	8.03E-05	0.127	0.339	134.883	222947	4	45.28179	11	1
100	0.522	0.6	9	-7.418	1	0.384	0.364	0	0.324	0.381	170.22	208880	4	48.12749	9	1
100	0.726	0.545	5	-5.489	0	0.102	0.0378	0	0.108	0.348	169.991	190440	4	29.53046	9	1
100	0.662	0.602	4	-5.369	0	0.0401	0.0529	0	0.356	0.29	133.969	235947	3	33.21048	11	1
100	0.699	0.713	9	-5.507	0	0.0594	0.04	3.11E-06	0.294	0.354	121.993	205920	4	23.98761	11	1
100	0.724	0.647	1	-5.642	1	0.0658	0.28	0	0.102	0.435	106.96	207333	4	126.41228	6	1
45	0.494	0.743	10	-6.945	0	0.0479	0.273	0.00159	0.129	0.2	129.876	369231	4	30.51414	15	0
27	0.673	0.575	2	-10.463	1	0.0305	0.389	0.416	0.0961	0.24	122.005	263547	3	47.86615	11	0
11	0.621	0.696	1	-9.832	1	0.151	0.0272	0.0108	0.0619	0.621	191.818	309773	4	51.44793	17	1
52	0.844	0.609	10	-10.675	1	0.217	0.0074	0	0.563	0.725	91.117	296333	4	91.29625	11	1
37	0.694	0.666	1	-6.382	0	0.112	0.0615	0.0256	0.209	0.793	199.995	83104	4	20.71301	6	1
28	0.562	0.953	7	-1.09	1	0.0833	0.186	0	0.679	0.545	176.513	217067	4	44.58305	10	1
34	0.576	0.837	11	-3.666	1	0.0472	0.0917	2.70E-05	0.447	0.485	90.033	217934	4	42.94382	8	0
52	0.324	0.856	0	-5.112	0	0.127	0.00462	0	0.144	0.125	167.153	182280	4	24.10917	7	1
52	0.324	0.856	0	-5.112	0	0.127	0.00462	0	0.144	0.125	167.153	182280	4	24.10917	7	1
50	0.529	0.905	11	-3.667	0	0.0919	9.22E-05	0.204	0.0882	0.512	129.991	222400	4	50.93527	9	1
53	0.609	0.67	2	-9.484	1	0.0314	0.08	0	0.0857	0.75	118.844	246427	4	38.15927	9	1
20	0.14	0.819	11	-6.616	1	0.0597	0.0642	0.913	0.123	0.183	164.898	303893	3	44.09451	11	0
30	0.712	0.128	0	-17.163	1	0.0823	0.233	0.915	0.0951	0.353	83.037	164859	4	52.10244	6	0
58	0.44	0.38	4	-16.011	1	0.0305	0.841	0.922	0.127	0.0418	94.988	161684	4	46.74516	8	0
24	0.419	0.696	5	-8.146	1	0.0519	0.119	0.877	0.0845	0.275	125.033	348625	4	39.49483	14	0
24	0.525	0.837	1	-6.591	0	0.0336	0.0251	0.84	0.346	0.077	120.03	333125	4	48.39226	9	0
48	0.245	0.983	7	-7.314	1	0.124	2.28E-06	0.811	0.658	0.276	129.996	207773	3	100.9366	8	0
48	0.171	0.983	7	-7.688	1	0.191	3.66E-06	0.887	0.299	0.184	79.262	239293	4	67.67727	10	0
50	0.59	0.681	10	-9.642	0	0.11	0.00217	0.0197	0.064	0.846	188.186	286760	4	39.86902	13	1
27	0.438	0.318	7	-8.297	0	0.0867	0.669	0.0162	0.108	0.388	185.084	148460	3	42.92947	6	0
15	0.789	0.661	0	-4.835	0	0.391	0.539	0.000464	0.3	0.73	113.477	175765	5	83.86615	7	0
16	0.175	0.398	11	-10.097	1	0.0294	0.217	0.836	0.217	0.0394	91.967	340538	3	46.71099	10	0
39	0.338	0.972	6	-4.1	1	0.162	3.91E-05	3.31E-05	0.293	0.52	90.937	233747	4	35.11787	10	0
39	0.504	0.938	9	-3.945	1	0.0676	6.14E-05	0.00267	0.145	0.258	94.778	222707	4	30.34355	12	0
32	0.217	0.905	2	-8.619	1	0.0607	2.02E-06	0.449	0.2	0.232	110.31	220333	4	62.43388	6	0
51	0.658	0.269	0	-17.524	1	0.442	0.722	0.852	0.172	0.199	135.216	121714	4	56.64344	6	0
82	0.719	0.704	1	-4.724	1	0.0476	0.0691	0	0.166	0.628	133.002	187436	4	31.15073	9	1
58	0.75	0.391	8	-7.087	0	0.0831	0.277	5.99E-06	0.0759	0.711	146.191	263507	4	55.92668	10	1
83	0.537	0.777	7	-4.829	0	0.0473	0.0279	6.12E-05	0.0838	0.427	124.943	255093	4	21.87847	15	1
